,File,HLA,Avg_Token_NLL,model_path
786,ESMMASK_epitope_FT_15_0.001_1e-06_AUG_6_HLAB2703_2_per_token_metrics.csv,B2703,4.410753263073275e-06,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB2703/ESMMASK_epitope_FT_15_0.001_1e-06_AUG_6_HLAB2703_2.pt
1135,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA0201_1_per_token_metrics.csv,A0201,2.4580644147489035,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0201/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA0201_1.pt
1607,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA1101_1_per_token_metrics.csv,A1101,3.0825121369450486,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA1101/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA1101_1.pt
1134,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAA0201_2_per_token_metrics.csv,A0201,3.5571029501793086,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0201/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAA0201_2.pt
31,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA3101_2_per_token_metrics.csv,A3101,3.8005630278209566,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3101/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA3101_2.pt
1609,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA1101_2_per_token_metrics.csv,A1101,3.843557553618195,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA1101/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA1101_2.pt
1133,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_3_HLAA0201_2_per_token_metrics.csv,A0201,3.947813235733003,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0201/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_3_HLAA0201_2.pt
33,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA3101_2_per_token_metrics.csv,A3101,4.5768317300298795,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3101/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA3101_2.pt
1136,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA0201_2_per_token_metrics.csv,A0201,4.6166443804373944,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0201/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA0201_2.pt
1446,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA3002_2_per_token_metrics.csv,A3002,4.631337092302102,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3002/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA3002_2.pt
1600,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0301_2_per_token_metrics.csv,A0301,4.659470079363121,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0301_2.pt
863,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAB0702_1_per_token_metrics.csv,B0702,4.781823316722397,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB0702/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAB0702_1.pt
1287,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0203_1_per_token_metrics.csv,A0203,4.796282277227683,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0203/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0203_1.pt
1601,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0301_1_per_token_metrics.csv,A0301,4.8124923276188065,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0301_1.pt
1455,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAB5801_2_per_token_metrics.csv,B5801,4.880498578325376,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB5801/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAB5801_2.pt
1130,ESMMASK_epitope_FT_15_0.001_1e-06_AUG_3_HLAA0201_1_per_token_metrics.csv,A0201,4.906624990545175,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0201/ESMMASK_epitope_FT_15_0.001_1e-06_AUG_3_HLAA0201_1.pt
1599,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_3_HLAA0301_2_per_token_metrics.csv,A0301,4.997072933972054,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_3_HLAA0301_2.pt
1558,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAA6802_1_per_token_metrics.csv,A6802,4.999037047627204,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA6802/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAA6802_1.pt
1267,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAB4402_2_per_token_metrics.csv,B4402,5.046711794541737,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB4402/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAB4402_2.pt
1565,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA6802_2_per_token_metrics.csv,A6802,5.06149620559801,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA6802/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA6802_2.pt
712,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAA2402_1_per_token_metrics.csv,A2402,5.068975426804948,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2402/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAA2402_1.pt
489,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA0202_1_per_token_metrics.csv,A0202,5.07965179551843,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0202/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA0202_1.pt
1285,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0203_1_per_token_metrics.csv,A0203,5.081388743736643,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0203/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0203_1.pt
1642,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAA3001_2_per_token_metrics.csv,A3001,5.096935298508137,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3001/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAA3001_2.pt
1610,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA1101_1_per_token_metrics.csv,A1101,5.098859516010866,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA1101/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA1101_1.pt
721,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA2402_1_per_token_metrics.csv,A2402,5.121624164960621,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2402/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA2402_1.pt
30,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_6_HLAA3101_2_per_token_metrics.csv,A3101,5.157507754027194,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3101/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_6_HLAA3101_2.pt
1560,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA6802_2_per_token_metrics.csv,A6802,5.161827569274453,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA6802/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA6802_2.pt
1284,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0203_1_per_token_metrics.csv,A0203,5.178454629900371,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0203/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0203_1.pt
1762,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA6801_2_per_token_metrics.csv,A6801,5.197213878942193,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA6801/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA6801_2.pt
578,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAB2705_2_per_token_metrics.csv,B2705,5.22168345508032,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB2705/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAB2705_2.pt
484,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0202_1_per_token_metrics.csv,A0202,5.26854919767329,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0202/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0202_1.pt
1608,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAA1101_1_per_token_metrics.csv,A1101,5.272692899571857,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA1101/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAA1101_1.pt
486,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_6_HLAA0202_2_per_token_metrics.csv,A0202,5.283586325931904,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0202/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_6_HLAA0202_2.pt
1644,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA3001_2_per_token_metrics.csv,A3001,5.292827243436228,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3001/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA3001_2.pt
1338,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0206_2_per_token_metrics.csv,A0206,5.3220193672989025,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0206/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0206_2.pt
1604,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0301_2_per_token_metrics.csv,A0301,5.349375838676636,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0301_2.pt
1137,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0201_2_per_token_metrics.csv,A0201,5.417645214875439,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0201/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0201_2.pt
1438,ESMMASK_epitope_FT_15_0.001_1e-06_AUG_1_HLAA3002_1_per_token_metrics.csv,A3002,5.423893646235571,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3002/ESMMASK_epitope_FT_15_0.001_1e-06_AUG_1_HLAA3002_1.pt
508,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAB4403_1_per_token_metrics.csv,B4403,5.440604232173646,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB4403/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAB4403_1.pt
269,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0101_2_per_token_metrics.csv,A0101,5.443155226017793,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0101/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA0101_2.pt
946,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAA2301_2_per_token_metrics.csv,A2301,5.472540158931685,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2301/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAA2301_2.pt
861,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAB0702_1_per_token_metrics.csv,B0702,5.488096400712495,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB0702/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAB0702_1.pt
488,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAA0202_1_per_token_metrics.csv,A0202,5.496165125061836,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0202/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAA0202_1.pt
862,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAB0702_2_per_token_metrics.csv,B0702,5.50116387321317,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB0702/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAB0702_2.pt
1280,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAB3501_1_per_token_metrics.csv,B3501,5.5231727730359195,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB3501/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAB3501_1.pt
868,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAB0702_1_per_token_metrics.csv,B0702,5.589896266812341,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB0702/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAB0702_1.pt
1511,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAB1503_1_per_token_metrics.csv,B1503,5.593078808268639,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB1503/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAB1503_1.pt
1602,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAA0301_1_per_token_metrics.csv,A0301,5.612212956453872,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAA0301_1.pt
1336,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0206_1_per_token_metrics.csv,A0206,5.623606873340354,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0206/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0206_1.pt
1641,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA3001_1_per_token_metrics.csv,A3001,5.629319499671931,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3001/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA3001_1.pt
482,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0202_2_per_token_metrics.csv,A0202,5.6778554469183495,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0202/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0202_2.pt
32,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA3101_1_per_token_metrics.csv,A3101,5.685043915764373,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3101/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA3101_1.pt
1761,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA6801_2_per_token_metrics.csv,A6801,5.700128855794569,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA6801/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA6801_2.pt
1603,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA0301_2_per_token_metrics.csv,A0301,5.706431749710939,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA0301_2.pt
1596,ESMMASK_epitope_FT_15_0.001_1e-06_AUG_6_HLAA0301_2_per_token_metrics.csv,A0301,5.751429646901499,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_15_0.001_1e-06_AUG_6_HLAA0301_2.pt
720,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA2402_2_per_token_metrics.csv,A2402,5.761665115075443,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2402/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA2402_2.pt
29,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA3101_2_per_token_metrics.csv,A3101,5.776091236692835,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3101/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA3101_2.pt
1559,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA6802_1_per_token_metrics.csv,A6802,5.787814522006761,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA6802/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA6802_1.pt
718,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAA2402_1_per_token_metrics.csv,A2402,5.86612565960213,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2402/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAA2402_1.pt
485,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0202_2_per_token_metrics.csv,A0202,5.877045937212686,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0202/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_HLAA0202_2.pt
1131,ESMMASK_epitope_FT_15_0.001_5e-05_AUG_1_HLAA0201_1_per_token_metrics.csv,A0201,5.895048484715378,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0201/ESMMASK_epitope_FT_15_0.001_5e-05_AUG_1_HLAA0201_1.pt
714,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA2402_1_per_token_metrics.csv,A2402,5.924323679706325,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2402/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA2402_1.pt
865,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_6_HLAB0702_1_per_token_metrics.csv,B0702,5.969596643745027,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB0702/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_6_HLAB0702_1.pt
487,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAA0202_1_per_token_metrics.csv,A0202,5.986034702893881,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0202/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAA0202_1.pt
618,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAC0802_2_per_token_metrics.csv,C0802,5.989539507781635,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAC0802/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAC0802_2.pt
1598,ESMMASK_epitope_FT_15_0.001_5e-05_AUG_6_HLAA0301_2_per_token_metrics.csv,A0301,6.0120014903226116,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_15_0.001_5e-05_AUG_6_HLAA0301_2.pt
270,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA0101_2_per_token_metrics.csv,A0101,6.023623313523525,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0101/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA0101_2.pt
866,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAB0702_2_per_token_metrics.csv,B0702,6.038583689436901,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB0702/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAB0702_2.pt
1759,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA6801_1_per_token_metrics.csv,A6801,6.061374516984183,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA6801/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA6801_1.pt
268,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA0101_2_per_token_metrics.csv,A0101,6.084152945911841,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0101/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_HLAA0101_2.pt
511,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAB4403_2_per_token_metrics.csv,B4403,6.101679301528767,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB4403/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAB4403_2.pt
266,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0101_2_per_token_metrics.csv,A0101,6.125404256881356,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0101/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0101_2.pt
262,ESMMASK_epitope_FT_15_0.001_5e-05_AUG_1_HLAA0101_1_per_token_metrics.csv,A0101,6.200648804243885,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0101/ESMMASK_epitope_FT_15_0.001_5e-05_AUG_1_HLAA0101_1.pt
481,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0202_1_per_token_metrics.csv,A0202,6.22953359835692,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0202/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_6_HLAA0202_1.pt
1453,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAB5801_2_per_token_metrics.csv,B5801,6.251997153390444,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB5801/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_1_HLAB5801_2.pt
715,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAA2402_1_per_token_metrics.csv,A2402,6.255517345192917,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2402/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAA2402_1.pt
1555,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAB4001_1_per_token_metrics.csv,B4001,6.299292494806741,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB4001/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAB4001_1.pt
716,ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAA2402_2_per_token_metrics.csv,A2402,6.318591211407976,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2402/ESMMASK_epitope_FT_20_0.001_5e-05_AUG_1_HLAA2402_2.pt
1479,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA3301_2_per_token_metrics.csv,A3301,6.366448864938239,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA3301/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAA3301_2.pt
869,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAB0702_1_per_token_metrics.csv,B0702,6.372870225454731,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB0702/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_HLAB0702_1.pt
1675,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAB1501_1_per_token_metrics.csv,B1501,6.380079164037021,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB1501/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAB1501_1.pt
673,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAA6901_1_per_token_metrics.csv,A6901,6.411010359336861,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA6901/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAA6901_1.pt
1288,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA0203_2_per_token_metrics.csv,A0203,6.411852711314573,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0203/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA0203_2.pt
1132,ESMMASK_epitope_FT_15_0.001_5e-05_AUG_3_HLAA0201_2_per_token_metrics.csv,A0201,6.472380728400126,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0201/ESMMASK_epitope_FT_15_0.001_5e-05_AUG_3_HLAA0201_2.pt
1597,ESMMASK_epitope_FT_15_0.001_5e-05_AUG_1_HLAA0301_1_per_token_metrics.csv,A0301,6.504412898832193,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0301/ESMMASK_epitope_FT_15_0.001_5e-05_AUG_1_HLAA0301_1.pt
1337,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAA0206_1_per_token_metrics.csv,A0206,6.530895554789592,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0206/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_HLAA0206_1.pt
1339,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA0206_1_per_token_metrics.csv,A0206,6.550725681090637,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA0206/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAA0206_1.pt
713,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAA2402_2_per_token_metrics.csv,A2402,6.587411741802393,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2402/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAA2402_2.pt
510,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAB4403_1_per_token_metrics.csv,B4403,6.595121767795216,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB4403/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAB4403_1.pt
1293,ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAA2902_1_per_token_metrics.csv,A2902,6.595949310662865,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA2902/ESMMASK_epitope_FT_20_0.001_1e-06_AUG_1_HLAA2902_1.pt
1676,ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAB1501_1_per_token_metrics.csv,B1501,6.599678769925224,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB1501/ESMMASK_epitope_FT_25_0.001_1e-06_AUG_6_HLAB1501_1.pt
1312,ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAB5301_1_per_token_metrics.csv,B5301,6.648915201366795,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAB5301/ESMMASK_epitope_FT_25_0.001_5e-05_AUG_6_HLAB5301_1.pt
1606,ESMMASK_epitope_FT_15_0.001_5e-05_AUG_1_HLAA1101_2_per_token_metrics.csv,A1101,6.651188434757357,/global/scratch/users/sergiomar10/models/ESMC_Pretrain/HLAHLAA1101/ESMMASK_epitope_FT_15_0.001_5e-05_AUG_1_HLAA1101_2.pt
