HLA,group_label,training_data,n_reps,mean,std
B3906,PT H 0L,19.8,4,0.055708443347923894,0.30709375972351294
B3906,PT H 30L,6.6000000000000005,4,-0.22214601483184454,0.31472901794428315
B3906,PT H 30L,13.200000000000001,3,0.023842296741498292,0.21914078667906786
B3906,PT H 30L,19.8,3,-0.05960574185374567,0.37042380634174343
B4402,Non-PT H 0L,1009.8,3,0.0031342493901606286,0.12111003159761402
B4402,Non-PT H 0L,1598.85,3,0.0337295050265626,0.11113531982631943
B4402,Non-PT H 30L,336.6,3,0.3423181519372743,0.1438629875826131
B4402,Non-PT H 30L,673.2,3,0.32410482971170923,0.16925241882210693
B4402,PT E 0L,336.6,4,0.19052103283144153,0.045686574243168174
B4402,PT E 0L,673.2,3,0.27895185865696487,0.01635419669468576
B4402,PT E 0L,1009.8,3,0.32234906398399166,0.026917669045508266
B4402,PT E 30L,336.6,3,0.3134554634549968,0.07273439236041232
B4402,PT E 30L,673.2,4,0.42875084798991175,0.0844533664694312
B4402,PT E 30L,1009.8,4,0.4409273519266955,0.054674570273578124
B4403,Non-PT H 0L,185.8,3,-0.13333333333333333,0.7372998786864888
pooled,Non-PT E 0L,3.6,3,0.0,0.0
pooled,Non-PT E 0L,6.6000000000000005,3,0.1856948111597462,0.0
pooled,Non-PT E 0L,7.2,3,0.0,0.0
pooled,Non-PT E 0L,10.799999999999999,3,0.0,0.0
pooled,Non-PT E 0L,13.200000000000001,3,0.46767582069862,0.0
pooled,Non-PT E 0L,14.4,3,0.0,0.0
pooled,Non-PT E 0L,16.0,3,0.34285714285714286,0.0
pooled,Non-PT E 0L,17.099999999999998,3,0.0,0.0
pooled,Non-PT E 0L,19.8,3,0.25722170138424094,0.0
pooled,Non-PT E 0L,22.0,3,0.0,0.0
pooled,Non-PT E 0L,26.400000000000002,3,0.2654748041024519,0.0
pooled,Non-PT E 0L,29.8,3,-0.048050311881151754,0.0
pooled,Non-PT E 0L,31.349999999999998,3,0.23383791034930995,0.0
