HLA,group_label,training_data,n_reps,mean,std
pooled,Non-PT E 30L,7.2,3,0.0,0.0
pooled,Non-PT E 30L,10.799999999999999,3,0.0,0.0
pooled,Non-PT E 30L,13.200000000000001,3,0.5240720226063947,0.0
pooled,Non-PT E 30L,14.4,3,0.0,0.0
pooled,Non-PT E 30L,16.0,3,0.34285714285714286,0.0
pooled,Non-PT E 30L,17.099999999999998,3,0.0,0.0
pooled,Non-PT E 30L,19.8,3,0.342503762805754,0.0
pooled,Non-PT E 30L,22.0,3,0.0,0.0
pooled,Non-PT E 30L,26.400000000000002,3,0.5900968443520824,0.0
pooled,Non-PT E 30L,29.8,3,0.16372698863207255,0.0
pooled,Non-PT E 30L,31.349999999999998,3,0.5199454712472893,0.0
pooled,Non-PT E 30L,32.0,3,0.48571428571428577,0.0
pooled,Non-PT E 30L,44.0,3,0.0,0.0
pooled,Non-PT E 30L,48.0,3,-0.02857142857142861,0.0
pooled,Non-PT E 30L,59.6,3,-0.03915210597723476,0.0
pooled,Non-PT E 30L,64.0,3,0.2285714285714286,0.0
pooled,Non-PT E 30L,66.0,3,0.5330535031631454,0.0
pooled,Non-PT E 30L,76.0,3,0.8857142857142859,0.0
pooled,Non-PT E 30L,88.0,3,0.8434632061804357,0.0
pooled,Non-PT E 30L,89.39999999999999,3,-0.0106778470847004,0.0
pooled,Non-PT E 30L,104.5,3,0.7444846724186345,0.0
pooled,Non-PT E 30L,119.2,3,0.4199953186648817,0.0
pooled,Non-PT E 30L,141.54999999999998,3,0.4502492187381994,0.0
pooled,Non-PT E 30L,167.20000000000002,3,0.0,0.0
pooled,Non-PT E 30L,185.8,3,0.0,0.0
pooled,Non-PT E 30L,268.2,3,0.34065934065934067,0.0
pooled,Non-PT E 30L,270.0,3,0.441751045780691,0.0
pooled,Non-PT E 30L,330.40000000000003,3,0.0,0.0
pooled,Non-PT E 30L,334.40000000000003,3,0.0,0.0
pooled,Non-PT E 30L,336.6,3,0.33127563090703954,0.0
pooled,Non-PT E 30L,371.6,3,0.1,0.0
pooled,Non-PT E 30L,429.6,3,0.45454545454545464,0.0
pooled,Non-PT E 30L,448.6,3,0.1428571428571429,0.0
pooled,Non-PT E 30L,454.8,3,0.39285714285714296,0.0
pooled,Non-PT E 30L,474.8,3,0.2512304864168685,0.0
pooled,Non-PT E 30L,495.40000000000003,3,0.2669273244882164,0.0
pooled,Non-PT E 30L,501.59999999999997,3,0.0,0.0
pooled,Non-PT E 30L,517.2,3,0.0,0.0
pooled,Non-PT E 30L,536.4,3,0.3791208791208791,0.0
pooled,Non-PT E 30L,540.0,3,0.3374487155269168,0.0
pooled,Non-PT E 30L,557.4,3,0.3666666666666666,0.0
pooled,Non-PT E 30L,587.4,3,0.5200299466676371,0.0
pooled,Non-PT E 30L,611.6,3,0.4935409855230088,0.0
pooled,Non-PT E 30L,660.8000000000001,3,0.0,0.0
pooled,Non-PT E 30L,665.2,3,0.6410714285714284,0.0
pooled,Non-PT E 30L,668.8000000000001,3,0.0,0.0
pooled,Non-PT E 30L,673.2,3,0.39156017683216193,0.0
pooled,Non-PT E 30L,743.2,3,0.2583333333333333,0.0
pooled,Non-PT E 30L,744.8000000000001,3,0.5033836594143394,0.0
pooled,Non-PT E 30L,757.6,3,0.5911914172783739,0.0
pooled,Non-PT E 30L,758.0,3,0.4576824346142355,0.0
pooled,Non-PT E 30L,794.1999999999999,3,0.0,0.0
pooled,Non-PT E 30L,804.6,3,0.1126373626373626,0.0
pooled,Non-PT E 30L,810.0,3,0.5215116512688714,0.0
pooled,Non-PT E 30L,859.2,3,0.5174825174825175,0.0
pooled,Non-PT E 30L,882.55,3,0.325,0.0
pooled,Non-PT E 30L,897.2,3,-0.0535714285714286,0.0
pooled,Non-PT E 30L,909.6,3,0.01785714285714285,0.0
pooled,Non-PT E 30L,949.6,3,0.30075042573067134,0.0
pooled,Non-PT E 30L,975.2,3,0.630952380952381,0.0
pooled,Non-PT E 30L,990.8000000000001,3,0.2567946089442713,0.0
pooled,Non-PT E 30L,991.1999999999999,3,0.0,0.0
pooled,Non-PT E 30L,1009.8,3,0.4630148359422799,0.0
pooled,Non-PT E 30L,1034.4,3,0.0,0.0
pooled,Non-PT E 30L,1072.8,3,0.4505494505494505,0.0
pooled,Non-PT E 30L,1080.0,3,0.4110738898236986,0.0
pooled,Non-PT E 30L,1143.4,3,0.60732970643449,0.0
pooled,Non-PT E 30L,1174.8,3,0.4375861746349629,0.0
pooled,Non-PT E 30L,1181.2,3,0.0,0.0
pooled,Non-PT E 30L,1223.2,3,0.5399466047735811,0.0
pooled,Non-PT E 30L,1255.6000000000001,3,0.48223795734696834,0.0
pooled,Non-PT E 30L,1273.95,3,0.3653846153846153,0.0
pooled,Non-PT E 30L,1282.5,3,0.6442202750968413,0.0
pooled,Non-PT E 30L,1288.8,3,0.6993006993006994,0.0
pooled,Non-PT E 30L,1321.6000000000001,3,0.0,0.0
pooled,Non-PT E 30L,1324.4,3,0.0,0.0
pooled,Non-PT E 30L,1330.4,3,0.5732142857142857,0.0
pooled,Non-PT E 30L,1345.8,3,-0.0357142857142857,0.0
pooled,Non-PT E 30L,1346.4,3,0.46123831359608447,0.0
pooled,Non-PT E 30L,1364.3999999999999,3,0.12499999999999994,0.0
pooled,Non-PT E 30L,1424.3999999999999,3,0.3861748424288197,0.0
pooled,Non-PT E 30L,1486.2,3,0.25373926971369076,0.0
pooled,Non-PT E 30L,1489.6000000000001,3,0.5732467305999354,0.0
pooled,Non-PT E 30L,1515.2,3,0.6448334274421231,0.0
pooled,Non-PT E 30L,1516.0,3,0.524877436166408,0.0
pooled,Non-PT E 30L,1551.6,3,0.0,0.0
pooled,Non-PT E 30L,1569.3999999999999,3,0.0,0.0
pooled,Non-PT E 30L,1598.85,3,0.4832452130928724,0.0
pooled,Non-PT E 30L,1718.4,3,0.6223776223776223,0.0
pooled,Non-PT E 30L,1762.2,3,0.6024737187003113,0.0
pooled,Non-PT E 30L,1794.4,3,0.14285714285714285,0.0
pooled,Non-PT E 30L,1819.2,3,0.32142857142857145,0.0
pooled,Non-PT E 30L,1834.8,3,0.4796091675165597,0.0
pooled,Non-PT E 30L,1899.2,3,0.3345167713157245,0.0
pooled,Non-PT E 30L,1950.4,3,0.8214285714285716,0.0
pooled,Non-PT E 30L,1981.6000000000001,3,0.3047563901027106,0.0
pooled,Non-PT E 30L,1995.6,3,0.5964285714285713,0.0
pooled,Non-PT E 30L,2040.6,3,0.6223776223776225,0.0
pooled,Non-PT E 30L,2068.8,3,0.0,0.0
pooled,Non-PT E 30L,2130.85,3,0.46428571428571436,0.0
pooled,Non-PT E 30L,2160.2999999999997,3,0.37500000000000006,0.0
pooled,Non-PT E 30L,2234.4,3,0.6057902449111634,0.0
pooled,Non-PT E 30L,2255.2999999999997,3,0.35926665544527076,0.0
pooled,Non-PT E 30L,2272.7999999999997,3,0.5166572557876906,0.0
pooled,Non-PT E 30L,2274.0,3,0.5756507523942955,0.0
pooled,Non-PT E 30L,2286.8,3,0.6766954461973707,0.0
pooled,Non-PT E 30L,2349.6,3,0.3361169167485947,0.0
pooled,Non-PT E 30L,2353.15,3,0.2983026056562196,0.0
pooled,Non-PT E 30L,2362.4,3,0.0,0.0
pooled,Non-PT E 30L,2446.4,3,0.5254068528904869,0.0
pooled,Non-PT E 30L,2456.7,3,0.0,0.0
pooled,Non-PT E 30L,2511.2000000000003,3,0.5479587138744684,0.0
pooled,Non-PT E 30L,2648.8,3,0.0,0.0
pooled,Non-PT E 30L,2660.8,3,0.5892857142857142,0.0
pooled,Non-PT E 30L,2790.15,3,0.5897900614645153,0.0
pooled,Non-PT E 30L,2905.1,3,0.4954661094657181,0.0
pooled,Non-PT E 30L,2925.6,3,0.5357142857142858,0.0
pooled,Non-PT E 30L,2979.2000000000003,3,0.604669909755559,0.0
pooled,Non-PT E 30L,3030.4,3,0.6883116883116884,0.0
pooled,Non-PT E 30L,3032.0,3,0.6009542554751672,0.0
pooled,Non-PT E 30L,3159.7,3,0.6178571428571428,0.0
pooled,Non-PT E 30L,3310.0,3,0.49107463540562457,0.0
pooled,Non-PT E 30L,3430.2,3,0.7000232193583404,0.0
pooled,Non-PT E 30L,3537.7999999999997,3,0.6237998079553243,0.0
pooled,Non-PT E 30L,3543.6,3,0.0,0.0
pooled,Non-PT E 30L,3598.6,3,0.7035573122529645,0.0
pooled,Non-PT E 30L,3600.5,3,0.6275165537118552,0.0
pooled,Non-PT E 30L,3766.7999999999997,3,0.5668031230022164,0.0
pooled,Non-PT E 30L,3900.8,3,0.6904761904761906,0.0
pooled,Non-PT E 30L,3973.2,3,0.0,0.0
pooled,Non-PT E 30L,4573.6,3,0.6732757560603361,0.0
pooled,Non-PT E 30L,4632.2,3,0.6785714285714287,0.0
pooled,Non-PT E 30L,4724.8,3,0.0,0.0
pooled,Non-PT E 30L,5022.400000000001,3,0.5387698313540895,0.0
pooled,Non-PT E 30L,5297.6,3,0.0,0.0
pooled,Non-PT E 30L,5431.15,3,0.7364197032981046,0.0
pooled,Non-PT E 30L,5610.7,3,0.0,0.0
pooled,Non-PT E 30L,5964.099999999999,3,0.5552664035847663,0.0
pooled,Non-PT E 30L,6290.9,3,0.0,0.0
pooled,Non-PT E 30L,6620.0,3,0.5054094622101061,0.0
