,HLA,Losses,encoding,data_prop,trained_blocks,lr_transformer,lr_regression,n_evaluations,spearman,pearsonr,mse,mae,r2,rmse,time,path,Model,rank_mse,rank_corr,rank_sum
3513,A6901,Hubber,HLA,0.8,30,,2,76,0.788209823475499,0.781553099508704,0.5379208339505046,0.521523963071798,0.6081436847227975,0.7334308651471553,2025-05-29 21:27:17,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_A6901_0404_Hubber_A6901.csv,A6901 HLA,4.0,2.0,6.0
2760,C1402,Hubber,epitope,0.4,30,0.0001,0.0001,11,0.788156942310295,0.7477704481157794,0.19258545850011508,0.35910374468023126,0.5258735115140072,0.43884559756264513,2025-05-28 09:29:41,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_15_0.001_1e-06_AUG_3_C1402_2_0.0001_0.0001__1_C1402_0404_Hubber_C1402.csv,C1402 epitope,3.0,1.0,4.0
5201,B4801,Hubber,HLA,0.95,30,,2,23,0.7880327992252423,0.8212731754674844,0.2992801723950967,0.47429490089416504,0.6568754322053711,0.5470650531656146,2025-05-29 19:15:20,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B4801_0404_Hubber_B4801.csv,B4801 HLA,1.0,3.0,4.0
92,A1101,Hubber,epitope,0.95,30,0.0001,0.0001,110,0.7878869421640111,0.7817154228882527,0.7500550864413167,0.683913430436091,0.6045958103692728,0.86605720737219,2025-04-23 03:01:35,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_25_0.001_1e-05_AUG_4_A1101_1_0.0001_0.0001__1_A1101_0404_Hubber_A1101.csv,A1101 epitope,1.0,1.0,2.0
4626,B1501,Hubber,epitope,0.95,30,,5,22,0.7865612648221344,0.8165790515083247,0.6897445147231285,0.6675030562010679,0.5512251066250158,0.8305085879887868,2025-05-28 13:48:11,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B1501_0404_Hubber_B1501.csv,B1501 epitope,1.0,1.0,2.0
1054,A0212,Hubber,HLA,0.95,30,,2,25,0.785724893105037,0.782373826764915,0.8022267148906715,0.6356429302692413,0.5278016708513118,0.8956710974965484,2025-05-28 23:16:41,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_A0212_0404_Hubber_A0212.csv,A0212 HLA,3.0,1.0,4.0
2490,A0217,Hubber,epitope,0.2,30,,4,7,0.7857142857142859,0.8855983054995621,0.3200731240337893,0.4397982529231482,0.24245754514728302,0.565750054382489,2025-05-28 13:16:40,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.2_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A0217_0404_Hubber_A0217.csv,A0217 epitope,4.0,2.5,6.5
373,A6901,Hubber,epitope,0.8,30,0.0001,0.0001,76,0.7837384549412433,0.7792843302456877,0.5483393856873197,0.5580739182861227,0.59905826031995,0.7404994163990406,2025-04-23 02:20:47,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_20_1e-05_5e-05_AUG_4_A6901_2_0.0001_0.0001__1_A6901_0404_Hubber_A6901.csv,A6901 epitope,6.0,1.0,7.0
1207,B4403,Hubber,HLA,0.8,30,,4,9,0.7833333333333333,0.8675241096032158,1.3140839943890557,0.7676702986160914,0.34506682473562167,1.1463350271142618,2025-05-28 17:41:14,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B4403_0404_Hubber_B4403.csv,B4403 HLA,4.0,3.0,7.0
5559,C0401,Hubber,epitope,0.2,30,0.0001,0.0001,7,0.7572401854185358,0.7106780702420116,0.2104186665637339,0.23616824831281388,0.4097019428245041,0.45871414471731076,2025-05-28 09:05:27,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.2_30_ESMMASK_epitope_FT_25_0.0001_5e-05_AUG_4_C0401_1_0.0001_0.0001__1_C0401_0404_Hubber_C0401.csv,C0401 epitope,6.0,3.0,9.0
5431,A2602,Hubber,epitope,0.6,30,0.0001,0.0001,16,0.7551655274804878,0.8089572511471907,0.42189125361429813,0.5615634024143219,0.42511532265803276,0.6495315647559387,2025-05-28 20:45:10,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_ESMMASK_epitope_FT_20_0.001_1e-05_AUG_4_A2602_2_0.0001_0.0001__7_A2602_0404_Hubber_A2602.csv,A2602 epitope,2.0,2.0,4.0
2321,C0303,Hubber,epitope,0.6,0,0.0001,0.0001,7,0.7500000000000002,0.6842297292136021,0.6721059857891143,0.7425491469247001,0.009303180911432674,0.8198207034401572,2025-05-28 09:49:27,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_0_ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_C0303_1_0.0001_0.0001__1_C0303_0404_Hubber_C0303.csv,C0303 epitope,12.0,1.0,13.0
2256,B5101,Hubber,HLA,0.8,30,,5,7,0.7500000000000002,0.6137897380038306,0.5018985525609554,0.6591473988124302,0.330943464158186,0.708447988606754,2025-05-28 18:58:53,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B5101_0404_Hubber_B5101.csv,B5101 HLA,1.0,2.5,3.5
421,A2601,Hubber,HLA,0.95,30,,4,15,0.7499999999999999,0.815450652034597,0.744518777519458,0.7501689314842224,0.6005447042573238,0.8628550153527869,2025-05-28 19:15:38,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A2601_0404_Hubber_A2601.csv,A2601 HLA,1.0,2.0,3.0
5275,B1501,Hubber,HLA,0.4,30,,4,22,0.7470355731225299,0.8124363530027271,0.7798118957374811,0.7029793181202627,0.4926237282182514,0.8830695871433243,2025-05-28 18:51:21,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B1501_0404_Hubber_B1501.csv,B1501 HLA,2.0,1.0,3.0
1941,B3801,Hubber,epitope,0.4,30,0.0001,0.0001,12,0.74389001356746,0.7830490064384631,1.4117121546277371,1.052863210439682,0.11080437463840931,1.188154937130565,2025-05-28 09:28:02,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_4_B3801_2_0.0001_0.0001__1_B3801_0404_Hubber_B3801.csv,B3801 epitope,4.0,1.0,5.0
1691,A3001,Hubber,HLA,0.8,30,,5,10,0.742387174159217,0.7766393795773154,0.7739378814267355,0.7399883985519409,-0.08557705696878126,0.8797373934457575,2025-05-28 18:36:13,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_A3001_0404_Hubber_A3001.csv,A3001 HLA,7.0,2.0,9.0
390,A0205,Hubber,HLA,0.95,30,,2,9,0.7405931817601112,0.696117556395455,0.4152175724991278,0.45467739635043675,0.3601653476793203,0.6443737832183489,2025-05-29 16:52:40,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_A0205_0404_Hubber_A0205.csv,A0205 HLA,8.0,3.0,11.0
9,A0207,Hubber,HLA,0.85,30,0.0001,0.0001,6,0.7247137945655605,0.5831382173279329,0.20905059763041814,0.30604473749796557,-0.048035730241844155,0.4572205131338905,2025-04-23 02:43:36,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.85_30_ESMMASK_HLA_FT_20_0.0001_1e-05_AUG_3_A0207_1_0.0001_0.0001__1_A0207_0404_Hubber_A0207.csv,A0207 HLA,5.0,2.0,7.0
1531,B4501,Hubber,HLA,0.8,30,,5,37,0.7182739624970207,0.7134099432207759,0.48653746110600327,0.5632170664297568,0.4993314842673894,0.6975223731938662,2025-05-28 18:54:39,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B4501_0404_Hubber_B4501.csv,B4501 HLA,2.0,1.0,3.0
1716,B1509,Hubber,epitope,0.95,30,,4,14,0.7125515539884951,0.8523956368046117,0.29704679094521685,0.4737741947174072,-2.5075411241204684,0.5450199913262053,2025-05-28 13:44:54,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B1509_0404_Hubber_B1509.csv,B1509 epitope,1.0,3.0,4.0
263,B1517,Hubber,epitope,0.95,30,0.0001,0.0001,51,0.7010664221106279,0.6795825548892087,0.8314681608100617,0.7045287186024236,0.4387012987402634,0.911848759833593,2025-04-23 02:44:29,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_B1517_2_0.0001_0.0001__1_B1517_0404_Hubber_B1517.csv,B1517 epitope,6.0,1.0,7.0
178,A2601,Hubber,epitope,0.95,30,0.0001,0.0001,15,0.7,0.8033420023210721,0.9513422844253315,0.8097105145454406,0.48957806699817963,0.9753677688058651,2025-05-28 20:39:46,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_20_0.0001_1e-06_AUG_4_A2601_1_0.0001_0.0001__8_A2601_0404_Hubber_A2601.csv,A2601 epitope,1.0,1.0,2.0
602,A0219,Hubber,HLA,0.4,30,,2,13,0.6987626968085264,0.6848498024132073,0.6166979463993665,0.599545616369981,0.433027912427864,0.7853011819673815,2025-05-28 14:52:43,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_A0219_0404_Hubber_A0219.csv,A0219 HLA,1.0,5.0,6.0
1224,B3801,Hubber,HLA,0.95,30,,2,12,0.6869414957823913,0.6515752437956528,1.3813011176487429,0.9735216995080312,0.12995938506726123,1.1752876744221998,2025-05-29 01:37:27,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B3801_0404_Hubber_B3801.csv,B3801 HLA,1.0,2.0,3.0
290,A6801,Hubber,HLA,0.8,30,0.0001,0.0001,39,0.6867626359833614,0.7909777733559165,0.7379784935636392,0.6722220006661538,0.5916640821687911,0.859056746416463,2025-04-23 02:54:13,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.8_30_ESMMASK_HLA_FT_15_0.0001_5e-05_AUG_3_A6801_2_0.0001_0.0001__1_A6801_0404_Hubber_A6801.csv,A6801 HLA,1.0,1.0,2.0
2981,C0501,Hubber,HLA,0.95,30,,4,9,0.6833333333333333,0.6581605329966489,0.4000918902601017,0.4957641495598687,0.10429610208841811,0.6325281734911906,2025-05-28 17:11:17,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_C0501_0404_Hubber_C0501.csv,C0501 HLA,1.0,7.0,8.0
6277,A0216,Hubber,epitope,0.8,30,,5,13,0.6809399224343453,0.7354427938669451,0.8368023181750573,0.7209282769606664,0.4381193691643158,0.9147689971654359,2025-05-28 13:28:47,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_A0216_0404_Hubber_A0216.csv,A0216 epitope,4.0,3.0,7.0
2622,C1502,Hubber,HLA,0.4,0,0.0001,0.0001,7,0.6785714285714287,0.2296325747878776,0.5893069300424119,0.5585829360144479,-0.0062946836175015175,0.7676632921029973,2025-05-28 10:25:06,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_0_ESMMASK_HLA_FT_25_0.001_5e-05_AUG_3_C1502_2_0.0001_0.0001__2_C1502_0404_Hubber_C1502.csv,C1502 HLA,7.0,5.0,12.0
2832,C0602,Hubber,epitope,0.4,30,,5,10,0.6727272727272726,0.5372689845699001,0.3562703517342811,0.4618394374847412,0.27705454338310576,0.5968838678790717,2025-05-28 13:13:57,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_C0602_0404_Hubber_C0602.csv,C0602 epitope,2.0,4.0,6.0
88,A6801,Hubber,epitope,0.95,30,0.0001,0.0001,39,0.6708550328778159,0.7665359161928603,0.8024716988901355,0.7185219717331421,0.555978906488803,0.8958078470800171,2025-04-23 02:24:49,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_15_0.001_1e-06_AUG_4_A6801_2_0.0001_0.0001__1_A6801_0404_Hubber_A6801.csv,A6801 epitope,1.0,1.0,2.0
4138,C1502,Hubber,epitope,0.95,30,,5,13,0.6703296703296703,0.639298252565183,0.30759693706770214,0.4757274114168606,0.22393072976850703,0.554614223643518,2025-05-28 13:34:28,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_C1502_0404_Hubber_C1502.csv,C1502 epitope,2.0,2.0,4.0
2109,A0101,Hubber,HLA,0.8,30,,4,128,0.6595513133491715,0.7231588241347335,2.0716038851465326,1.1493996114004403,0.21621847343476475,1.4393067376853805,2025-05-28 17:18:46,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A0101_0404_Hubber_A0101.csv,A0101 HLA,1.0,1.0,2.0
6527,B4002,Hubber,epitope,0.6,30,,4,33,0.6537979466296233,0.6972626652255706,0.4682296133471224,0.5674660422585227,0.4503092907475016,0.6842730546697878,2025-05-28 13:28:56,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B4002_0404_Hubber_B4002.csv,B4002 epitope,2.0,3.0,5.0
5760,B0702,Hubber,HLA,0.95,30,0.0001,0.0001,109,0.6458884200837732,0.7012093500038666,1.2988614914332988,0.9124695885618892,0.43349748380296627,1.1396760467050708,2025-05-28 23:00:45,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_ESMMASK_HLA_FT_15_0.0001_5e-05_AUG_1_B0702_1_0.0001_0.0001__7_B0702_0404_Hubber_B0702.csv,B0702 HLA,1.0,4.0,5.0
2086,B7301,Hubber,HLA,0.6,30,,4,7,0.642857142857143,0.648043891153653,0.38671766629417853,0.5534594058990479,-0.37371730790939606,0.6218662768587621,2025-05-28 18:41:47,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B7301_0404_Hubber_B7301.csv,B7301 HLA,6.0,4.0,10.0
165,A3301,Hubber,epitope,0.95,30,0.0001,0.0001,8,0.6341828617898013,0.9070282625390093,0.4403527503851894,0.4123793095350264,0.6702636100182702,0.6635908004072912,2025-04-23 02:28:08,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_15_0.001_1e-06_AUG_4_A3301_2_0.0001_0.0001__1_A3301_0404_Hubber_A3301.csv,A3301 epitope,2.0,1.5,3.5
2253,B5301,Hubber,HLA,0.6,30,,4,70,0.6340055121764808,0.5982954427752497,0.5997399799321852,0.5962671203272684,0.3310355741810963,0.7744288088211757,2025-05-28 18:46:05,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B5301_0404_Hubber_B5301.csv,B5301 HLA,2.0,2.0,4.0
3672,B1517,Hubber,HLA,0.4,30,,2,38,0.6336326706240946,0.6153456505054196,0.6262285941025926,0.6900138353046618,0.31314266148862846,0.7913460646914171,2025-05-29 19:26:51,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B1517_0404_Hubber_B1517.csv,B1517 HLA,3.0,2.0,5.0
235,B0702,Hubber,epitope,0.95,30,0.0001,0.0001,109,0.6272192860294235,0.701545306566464,1.5074667994757376,0.9938837959678894,0.3425136239552994,1.227789395407754,2025-04-23 03:06:41,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_3_B0702_1_0.0001_0.0001__1_B0702_0404_Hubber_B0702.csv,B0702 epitope,1.0,6.0,7.0
4824,A0101,Hubber,epitope,0.8,30,,5,128,0.6234333548465189,0.6131808840069415,2.526265518946232,1.323402231791988,0.04419939586629129,1.589423014476081,2025-05-28 13:38:20,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_A0101_0404_Hubber_A0101.csv,A0101 epitope,9.0,3.0,12.0
4153,B1503,Hubber,HLA,0.95,30,,2,20,0.6210526315789473,0.599223282543211,0.5531890851124267,0.5773650109767914,0.2355238613037891,0.743766821734088,2025-05-28 13:27:10,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B1503_0404_Hubber_B1503.csv,B1503 HLA,6.0,3.0,9.0
2246,A2602,Hubber,HLA,0.2,30,,4,8,0.6190476190476191,0.6822815682420301,0.48145876025593987,0.5781876146793365,-0.39359303811865143,0.6938722939100104,2025-05-28 18:45:51,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.2_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A2602_0404_Hubber_A2602.csv,A2602 HLA,3.0,1.0,4.0
6752,B3906,Hubber,epitope,0.8,30,,4,13,0.6189827038658207,0.5463385418346438,0.983331409440487,0.8191273900178763,0.19959853394149407,0.9916306819781683,2025-05-28 13:55:42,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B3906_0404_Hubber_B3906.csv,B3906 epitope,1.0,2.5,3.5
4017,B1509,Hubber,HLA,0.95,30,,5,14,0.589089898002982,0.6767038558765879,0.39338981984446614,0.50046249798366,0.02052077521314366,0.6272079558204489,2025-05-28 18:29:39,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B1509_0404_Hubber_B1509.csv,B1509 HLA,9.0,4.0,13.0
3079,C0602,Hubber,HLA,0.6,30,0.0001,0.0001,13,0.5879120879120878,0.5647899638323024,0.34597113977598865,0.4094104033250075,-0.2218573040310905,0.5881931143561514,2025-05-28 21:47:20,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_30_ESMMASK_HLA_FT_25_0.0001_5e-05_AUG_4_C0602_2_0.0001_0.0001__7_C0602_0404_Hubber_C0602.csv,C0602 HLA,1.0,5.0,6.0
4091,A0301,Hubber,HLA,0.8,30,0.0001,0.0001,223,0.5824024513037862,0.5300189817703382,2.029284903507441,1.1441727624746716,0.039619656948110316,1.424529713100938,2025-05-28 21:06:32,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_ESMMASK_HLA_FT_15_0.001_1e-05_AUG_3_A0301_2_0.0001_0.0001__7_A0301_0404_Hubber_A0301.csv,A0301 HLA,6.0,1.0,7.0
69,C1402,Hubber,HLA,0.95,30,,4,19,0.5765687259745489,0.43956313322906615,0.6165173324684909,0.4896717565624337,0.03209735524069113,0.7851861769469015,2025-05-28 19:49:26,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_C1402_0404_Hubber_C1402.csv,C1402 HLA,8.0,4.0,12.0
1881,A0301,Hubber,epitope,0.6,30,,5,223,0.5728251053962716,0.5225414081326789,1.8362010150115253,1.07952732883494,0.13099863027560799,1.3550649486321773,2025-05-28 13:49:38,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_A0301_0404_Hubber_A0301.csv,A0301 epitope,4.0,4.0,8.0
5242,A0201,Hubber,HLA,0.8,30,,5,495,0.570203470170849,0.5693270447323684,1.793814515908847,1.0247750116869656,0.20201471167376284,1.33933360889244,2025-05-28 20:13:52,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_A0201_0404_Hubber_A0201.csv,A0201 HLA,2.0,1.0,3.0
2244,B4002,Hubber,HLA,0.4,30,,4,22,0.5674760022586111,0.603343230890242,0.8292303310785827,0.7138946869156577,0.269097397498557,0.9106208492443947,2025-05-28 19:12:00,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B4002_0404_Hubber_B4002.csv,B4002 HLA,7.0,3.0,10.0
4946,A0201,Hubber,epitope,0.2,30,0.0001,0.0001,495,0.566515642838243,0.5400442640088077,1.6416163160271535,1.052560192482038,0.2697206664077689,1.2812557574610752,2025-05-28 22:54:58,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.2_30_ESMMASK_epitope_FT_15_0.001_1e-05_AUG_3_A0201_2_0.0001_0.0001__7_A0201_0404_Hubber_A0201.csv,A0201 epitope,2.0,3.0,5.0
3985,A0211,Hubber,epitope,0.4,30,0.0001,0.0001,12,0.5614069646580031,0.8429812766354312,0.5436285167771716,0.6109236106276512,0.6122690528808074,0.7373116822465053,2025-05-28 20:42:56,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_25_0.0001_1e-06_AUG_3_A0211_1_0.0001_0.0001__8_A0211_0404_Hubber_A0211.csv,A0211 epitope,1.0,8.0,9.0
970,B1503,Hubber,epitope,0.4,30,0.0001,0.0001,13,0.5549450549450549,0.6338015451481449,0.4694869579718693,0.5708683087275579,0.3961185104102626,0.685191183518782,2025-05-28 09:01:39,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_15_0.001_1e-05_AUG_4_B1503_2_0.0001_0.0001__1_B1503_0404_Hubber_B1503.csv,B1503 epitope,2.0,3.0,5.0
4127,A0216,Hubber,HLA,0.95,30,,2,14,0.5533391009741849,0.6356654962111434,1.061777527540732,0.7523921302386692,0.03579379366643742,1.0304258961908574,2025-05-29 01:58:19,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_A0216_0404_Hubber_A0216.csv,A0216 HLA,7.0,6.0,13.0
1811,B7301,Hubber,epitope,0.6,0,0.0001,0.0001,7,0.5357142857142858,0.4676098130832414,0.4782014764344679,0.5762182985033311,-0.00897076306338307,0.6915211323122873,2025-05-28 21:19:24,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_0_ESMMASK_epitope_FT_25_0.001_5e-05_AUG_3_B7301_1_0.0001_0.0001__8_B7301_0404_Hubber_B7301.csv,B7301 epitope,10.0,5.0,15.0
3295,A3001,Hubber,epitope,0.4,30,0.0001,0.0001,10,0.5337825136516684,0.5571107236484116,0.9695125344243423,0.8581119298934936,-0.35990315123805483,0.9846382759289537,2025-05-28 21:48:48,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_A3001_1_0.0001_0.0001__8_A3001_0404_Hubber_A3001.csv,A3001 epitope,8.0,8.0,16.0
1657,B3901,Hubber,epitope,0.8,30,,5,13,0.510989010989011,0.5287061293144312,0.9154433320341133,0.8007613970683172,0.26871855622371843,0.9567880287890904,2025-05-28 13:09:24,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B3901_0404_Hubber_B3901.csv,B3901 epitope,1.0,2.0,3.0
76,B4402,Hubber,HLA,0.95,30,0.0001,0.0001,118,0.5058253615529171,0.49833440704327076,2.270238870475866,1.2576765423103915,-0.31600149644471354,1.506731187198256,2025-04-23 01:51:36,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.95_30_ESMMASK_HLA_FT_25_0.001_5e-05_AUG_4_B4402_1_0.0001_0.0001__1_B4402_0404_Hubber_B4402.csv,B4402 HLA,10.0,5.0,15.0
