,HLA,Losses,encoding,data_prop,trained_blocks,lr_transformer,lr_regression,n_evaluations,spearman,pearsonr,mse,mae,r2,rmse,time,path,Model,rank_mse,rank_corr,rank_sum,pretrain
5433,A3101,Hubber,HLA,0.95,30,,4.0,8,0.9761904761904764,0.9607054402107232,0.2881539521983428,0.4607686996459962,0.806094106198304,0.5367997319283448,2025-05-28 18:10:32,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A3101_0404_Hubber_A3101.csv,A3101 HLA,2.0,1.0,3.0,Not Pretrained
5371,B0802,Hubber,epitope,0.6,30,0.0001,0.0001,8,0.95150257112482,0.9625788757649184,0.1691873073742869,0.3890408873558045,0.7474355792150438,0.4113238473201948,2025-05-28 21:51:23,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_ESMMASK_epitope_FT_15_0.0001_5e-05_AUG_4_B0802_2_0.0001_0.0001__8_B0802_0404_Hubber_B0802.csv,B0802 epitope,4.0,1.0,5.0,Pretrained
35,B4801,Hubber,epitope,0.6,30,0.0001,0.0001,19,0.9433133159039592,0.9491746327169056,0.3303504871601304,0.5136896058132775,0.7902872149488627,0.5747612436134942,2025-05-28 22:32:54,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_ESMMASK_epitope_FT_25_0.0001_5e-05_AUG_3_B4801_1_0.0001_0.0001__7_B4801_0404_Hubber_B4801.csv,B4801 epitope,4.0,1.0,5.0,Pretrained
3250,B1402,Hubber,epitope,0.95,30,,5.0,6,0.942857142857143,0.6942252612527635,0.971400573748575,0.9655295014381408,-13.916207392551238,0.985596557293386,2025-05-28 13:01:26,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B1402_0404_Hubber_B1402.csv,B1402 epitope,12.0,1.5,13.5,Not Pretrained
760,B8301,Hubber,epitope,0.2,30,0.0001,0.0001,6,0.9411239481143202,0.8872806433656987,0.2255054844696455,0.3212547699610392,0.5537477522386981,0.47487417751405,2025-05-28 10:01:22,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.2_30_ESMMASK_epitope_FT_20_0.0001_5e-05_AUG_4_B8301_2_0.0001_0.0001__2_B8301_0404_Hubber_B8301.csv,B8301 epitope,7.0,1.0,8.0,Pretrained
2556,B0802,Hubber,HLA,0.6,30,,2.0,8,0.9271050693011064,0.8116990311230068,0.2815839444731267,0.4043807983398437,0.4666583840275085,0.530644838355304,2025-05-29 03:12:39,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B0802_0404_Hubber_B0802.csv,B0802 HLA,1.0,1.0,2.0,Not Pretrained
4247,A2501,Hubber,epitope,0.4,30,,4.0,11,0.9153240856757688,0.8872059775447745,0.5208138560187776,0.5396236831491644,0.7407367465275403,0.7216743420815082,2025-05-28 13:22:06,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A2501_0404_Hubber_A2501.csv,A2501 epitope,2.0,1.0,3.0,Not Pretrained
3309,A2501,Hubber,HLA,0.4,30,0.0001,0.0001,11,0.908062460746855,0.7911964670797095,1.0912275649108756,0.7496255202726885,0.4894411767149611,1.0446183824300983,2025-05-28 20:02:32,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_ESMMASK_HLA_FT_15_0.0001_1e-05_AUG_1_A2501_2_0.0001_0.0001__8_A2501_0404_Hubber_A2501.csv,A2501 HLA,7.0,1.0,8.0,Pretrained
2737,C1203,Hubber,HLA,0.6,30,,2.0,7,0.8928571428571429,0.9351970695434568,0.4757250636101197,0.4250367028372629,-0.127919658585643,0.6897282534521256,2025-05-29 05:39:20,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_C1203_0404_Hubber_C1203.csv,C1203 HLA,8.0,1.0,9.0,Not Pretrained
6082,A0202,Hubber,epitope,0.8,30,0.0001,0.0001,367,0.8914776670911925,0.8645162028160739,0.2977597143327449,0.3431147126333752,0.7377763265204375,0.5456736335326684,2025-05-28 20:49:03,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_25_0.0001_1e-06_AUG_4_A0202_1_0.0001_0.0001__7_A0202_0404_Hubber_A0202.csv,A0202 epitope,4.0,1.0,5.0,Pretrained
4472,A2403,Hubber,epitope,0.6,30,0.0001,0.0001,41,0.8819736441391978,0.8990061495561088,0.2539032362730241,0.3582647704496615,0.7934589688028904,0.5038881188051809,2025-05-28 10:40:53,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_ESMMASK_epitope_FT_20_0.0001_1e-05_AUG_3_A2403_2_0.0001_0.0001__2_A2403_0404_Hubber_A2403.csv,A2403 epitope,1.0,2.0,3.0,Pretrained
7300,A0202,Hubber,HLA,0.8,30,0.0001,0.0001,367,0.8719128905423801,0.8541551366695681,0.2993870813864809,0.3514856339587097,0.7160460598906178,0.547162755847363,2025-04-22 23:17:53,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.8_30_ESMMASK_HLA_FT_20_0.0001_5e-05_AUG_4_A0202_1_0.0001_0.0001__1_A0202_0404_Hubber_A0202.csv,A0202 HLA,2.0,2.0,4.0,Pretrained
7538,B5801,Hubber,HLA,0.95,30,0.0001,0.0001,122,0.8667053857697425,0.8587019396674019,0.3620749393803397,0.4703636676317356,0.7336092164262111,0.6017266317692277,2025-04-23 02:31:53,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.95_30_ESMMASK_HLA_FT_20_0.001_5e-05_AUG_1_B5801_1_0.0001_0.0001__1_B5801_0404_Hubber_B5801.csv,B5801 HLA,2.0,1.0,3.0,Pretrained
441,A0205,Hubber,epitope,0.8,30,,4.0,8,0.8624886920341298,0.8133548579650701,0.314310579971492,0.3893476277589797,0.6542682797125579,0.5606340874148592,2025-05-28 12:59:53,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A0205_0404_Hubber_A0205.csv,A0205 epitope,9.0,2.0,11.0,Not Pretrained
7092,B5101,Hubber,epitope,0.4,30,0.0001,0.0001,7,0.8571428571428573,0.8335158442861929,0.3958180006853483,0.5246881076267786,0.4723542855202615,0.6291406843348698,2025-05-28 19:57:43,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_25_0.001_1e-06_AUG_3_B5101_1_0.0001_0.0001__7_B5101_0404_Hubber_B5101.csv,B5101 epitope,1.0,1.0,2.0,Pretrained
3234,B5701,Hubber,epitope,0.2,0,0.0001,0.0001,7,0.8571428571428573,0.7367054781540388,0.1554939137624395,0.3641269207000732,-0.246789865828485,0.3943271658945647,2025-05-28 10:13:55,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.2_0_ESMMASK_epitope_FT_25_0.001_5e-05_AUG_4_B5701_1_0.0001_0.0001__2_B5701_0404_Hubber_B5701.csv,B5701 epitope,6.0,2.0,8.0,Pretrained
57,A8001,Hubber,epitope,0.95,30,0.0001,0.0001,30,0.8560390651856851,0.8682579786594516,0.2704908435497965,0.4159280896186829,0.7093583462689507,0.5200873422318568,2025-05-28 21:00:59,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_15_0.001_1e-05_AUG_3_A8001_2_0.0001_0.0001__8_A8001_0404_Hubber_A8001.csv,A8001 epitope,1.0,3.0,4.0,Pretrained
7499,A8001,Hubber,HLA,0.95,30,0.0001,0.0001,30,0.8538433271852159,0.8658587207905788,0.476605256801673,0.4747311870257059,0.7257233678703978,0.6903660310311285,2025-04-23 02:24:13,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.95_30_ESMMASK_HLA_FT_15_0.0001_1e-05_AUG_3_A8001_2_0.0001_0.0001__1_A8001_0404_Hubber_A8001.csv,A8001 HLA,1.0,1.0,2.0,Pretrained
7196,A2403,Hubber,HLA,0.8,30,0.0001,0.0001,45,0.8514232322425078,0.8970555800777499,0.279640076934371,0.4061343179808722,0.7978380480666155,0.5288100575200618,2025-04-23 01:00:09,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.8_30_ESMMASK_HLA_FT_20_0.0001_5e-05_AUG_3_A2403_2_0.0001_0.0001__1_A2403_0404_Hubber_A2403.csv,A2403 HLA,2.0,3.0,5.0,Pretrained
5689,A0212,Hubber,epitope,0.4,30,0.0001,0.0001,18,0.8482780084287228,0.8190739104739118,0.8243625888327968,0.792249427901374,0.4746765862006938,0.9079441551289356,2025-05-28 09:12:35,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_15_1e-05_1e-06_AUG_4_A0212_2_0.0001_0.0001__1_A0212_0404_Hubber_A0212.csv,A0212 epitope,6.0,1.0,7.0,Pretrained
1352,A0219,Hubber,epitope,0.6,30,0.0001,0.0001,16,0.8410481919031223,0.7087838335352306,0.7235626960072302,0.6924482546746731,0.4979763073041972,0.8506248856030666,2025-05-28 10:06:10,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_ESMMASK_epitope_FT_25_0.0001_5e-05_AUG_4_A0219_2_0.0001_0.0001__2_A0219_0404_Hubber_A0219.csv,A0219 epitope,2.0,1.0,3.0,Pretrained
5953,B4501,Hubber,epitope,0.4,30,0.0001,0.0001,20,0.8360902255639097,0.8275871863174701,0.3127057877567516,0.4604034125804901,0.6382170796691855,0.5592010262479421,2025-05-28 22:11:15,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_20_0.0001_1e-05_AUG_4_B4501_2_0.0001_0.0001__8_B4501_0404_Hubber_B4501.csv,B4501 epitope,2.0,1.0,3.0,Pretrained
7170,A3101,Hubber,epitope,0.85,30,0.0001,0.0001,8,0.8333333333333335,0.9355426681982582,0.3704532286161016,0.4777696281671524,0.7507128954556734,0.6086486906386159,2025-04-23 02:47:19,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.85_30_ESMMASK_epitope_FT_20_0.0001_1e-05_AUG_4_A3101_2_0.0001_0.0001__1_A3101_0404_Hubber_A3101.csv,A3101 epitope,2.0,3.5,5.5,Pretrained
7286,A0207,Hubber,epitope,0.8,30,0.0001,0.0001,6,0.8285714285714287,0.8835084249787263,0.3927504065384946,0.4626476665337878,0.7051379265686331,0.6266980186170167,2025-04-23 02:32:50,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_15_0.0001_1e-06_AUG_3_A0207_2_0.0001_0.0001__1_A0207_0404_Hubber_A0207.csv,A0207 epitope,12.0,2.0,14.0,Pretrained
7497,B5401,Hubber,epitope,0.85,30,0.0001,0.0001,45,0.8238471673254282,0.7947985622258471,0.3207584983240559,0.4295405334896512,0.6300289155129899,0.5663554522771507,2025-04-23 02:38:05,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.85_30_ESMMASK_epitope_FT_15_0.001_1e-06_AUG_3_B5401_2_0.0001_0.0001__1_B5401_0404_Hubber_B5401.csv,B5401 epitope,2.0,1.0,3.0,Pretrained
3199,C0303,Hubber,HLA,0.6,0,,4.0,7,0.8214285714285715,0.6862613933207704,0.81060403001528,0.7008042165211269,0.039512818727775,0.9003355096936253,2025-05-28 18:37:48,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_C0303_0404_Hubber_C0303.csv,C0303 HLA,12.0,2.0,14.0,Not Pretrained
6352,B5701,Hubber,HLA,0.4,30,,2.0,7,0.8214285714285715,0.5662585368593918,0.0981713635723357,0.2377441780907766,0.2128369641299871,0.313323097731935,2025-05-28 14:00:45,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B5701_0404_Hubber_B5701.csv,B5701 HLA,2.0,1.0,3.0,Not Pretrained
2570,B1801,Hubber,HLA,0.4,30,,2.0,12,0.8181818181818183,0.9425400445300092,1.0062413471608822,0.8605531255404154,0.645193506868248,1.0031158194151273,2025-05-28 22:48:21,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B1801_0404_Hubber_B1801.csv,B1801 HLA,4.0,2.0,6.0,Not Pretrained
2791,B5801,Hubber,epitope,0.95,30,,5.0,122,0.8175221592660769,0.8193366131370188,0.39061974071166,0.4711334294960147,0.669493590804056,0.6249957925551659,2025-05-28 14:00:31,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B5801_0404_Hubber_B5801.csv,B5801 epitope,2.0,2.0,4.0,Not Pretrained
278,B4403,Hubber,epitope,0.4,30,0.0001,0.0001,9,0.8166666666666667,0.8109601302935368,0.976596715651017,0.6503387408124076,0.513268869672635,0.9882290805531968,2025-05-28 20:28:36,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_25_0.0001_1e-06_AUG_4_B4403_2_0.0001_0.0001__7_B4403_0404_Hubber_B4403.csv,B4403 epitope,1.0,1.0,2.0,Pretrained
1583,A3301,Hubber,HLA,0.4,30,,5.0,8,0.8117540630909458,0.9016836867849288,0.3454952122363172,0.4661935716867448,0.7412929885435628,0.5877884077083497,2025-05-28 17:45:41,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_A3301_0404_Hubber_A3301.csv,A3301 HLA,4.0,2.0,6.0,Not Pretrained
7093,C0501,Hubber,epitope,0.4,0,0.0001,0.0001,6,0.8116794499134278,0.7013028980598426,0.3393217862172739,0.4446576833724976,0.0636388125318562,0.5825133356561667,2025-05-28 11:03:28,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_0_ESMMASK_epitope_FT_20_0.0001_1e-05_AUG_1_C0501_2_0.0001_0.0001__2_C0501_0404_Hubber_C0501.csv,C0501 epitope,3.0,4.0,7.0,Pretrained
4978,B5401,Hubber,HLA,0.95,30,,4.0,46,0.8102624198246282,0.7968191294527045,0.4056956287721116,0.5071443889452064,0.5950918899208462,0.6369424061656687,2025-05-28 19:39:49,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B5401_0404_Hubber_B5401.csv,B5401 HLA,1.0,1.0,2.0,Not Pretrained
7233,B4601,Hubber,HLA,0.95,30,0.0001,0.0001,35,0.8068584189331369,0.887213531605653,0.2105659334093425,0.2993378809520176,0.7628422871982528,0.4588746380105818,2025-04-23 02:18:30,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.95_30_ESMMASK_HLA_FT_15_0.001_1e-06_AUG_3_B4601_1_0.0001_0.0001__1_B4601_0404_Hubber_B4601.csv,B4601 HLA,1.0,2.0,3.0,Pretrained
1627,A2603,Hubber,epitope,0.8,30,,5.0,8,0.80511756018254,0.8824739106950888,0.5312872304334065,0.6348190307617188,0.4180213432603835,0.7288945262748284,2025-05-28 13:16:04,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_A2603_0404_Hubber_A2603.csv,A2603 epitope,4.0,1.0,5.0,Not Pretrained
4961,A1101,Hubber,HLA,0.6,30,0.0001,0.0001,110,0.8001525426741523,0.7799147592376227,0.784408177752744,0.7300405064767057,0.5864859988676239,0.8856682097449043,2025-05-28 20:33:19,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_30_ESMMASK_HLA_FT_25_0.001_1e-06_AUG_4_A1101_1_0.0001_0.0001__8_A1101_0404_Hubber_A1101.csv,A1101 HLA,1.0,1.0,2.0,Pretrained
7044,B5301,Hubber,epitope,0.95,30,0.0001,0.0001,87,0.7953978998418624,0.7907519545625329,0.4661924713224,0.5235895371471329,0.6222591855741659,0.682782887397158,2025-05-28 21:43:30,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_4_B5301_2_0.0001_0.0001__8_B5301_0404_Hubber_B5301.csv,B5301 epitope,1.0,1.0,2.0,Pretrained
4693,B8301,Hubber,HLA,0.8,30,,4.0,15,0.7943340313042001,0.8106016839832264,0.1863245670109715,0.2945764223734538,0.6397843940856082,0.4316532949149949,2025-05-28 18:39:44,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B8301_0404_Hubber_B8301.csv,B8301 HLA,2.0,4.0,6.0,Not Pretrained
7437,C0702,Hubber,epitope,0.95,30,0.0001,0.0001,11,0.790909090909091,0.8097205850185589,0.3013695746019996,0.4183448336341164,0.5853742497835908,0.5489713786728773,2025-04-23 02:20:37,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_15_0.0001_1e-06_AUG_4_C0702_2_0.0001_0.0001__1_C0702_0404_Hubber_C0702.csv,C0702 epitope,4.0,2.0,6.0,Pretrained
3666,B1801,Hubber,epitope,0.8,30,0.0001,0.0001,12,0.7902097902097903,0.876239025413073,0.9917300066378258,0.8759818077087402,0.6503102890956464,0.9958564186858596,2025-05-28 22:34:06,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_25_0.001_5e-05_AUG_4_B1801_2_0.0001_0.0001__7_B1801_0404_Hubber_B1801.csv,B1801 epitope,1.0,4.5,5.5,Pretrained
1102,B4601,Hubber,epitope,0.8,30,,4.0,32,0.7892340660464077,0.7595405858885336,0.4423150164598507,0.4603133592754602,0.5289748302637062,0.6650676781049059,2025-05-28 13:57:06,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B4601_0404_Hubber_B4601.csv,B4601 epitope,7.0,5.0,12.0,Not Pretrained
3513,A6901,Hubber,HLA,0.8,30,,2.0,76,0.788209823475499,0.781553099508704,0.5379208339505046,0.521523963071798,0.6081436847227975,0.7334308651471553,2025-05-29 21:27:17,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_A6901_0404_Hubber_A6901.csv,A6901 HLA,4.0,2.0,6.0,Not Pretrained
2760,C1402,Hubber,epitope,0.4,30,0.0001,0.0001,11,0.788156942310295,0.7477704481157794,0.192585458500115,0.3591037446802312,0.5258735115140072,0.4388455975626451,2025-05-28 09:29:41,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_15_0.001_1e-06_AUG_3_C1402_2_0.0001_0.0001__1_C1402_0404_Hubber_C1402.csv,C1402 epitope,3.0,1.0,4.0,Pretrained
5201,B4801,Hubber,HLA,0.95,30,,2.0,23,0.7880327992252423,0.8212731754674844,0.2992801723950967,0.474294900894165,0.6568754322053711,0.5470650531656146,2025-05-29 19:15:20,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_B4801_0404_Hubber_B4801.csv,B4801 HLA,1.0,3.0,4.0,Not Pretrained
7252,A1101,Hubber,epitope,0.95,30,0.0001,0.0001,110,0.7878869421640111,0.7817154228882527,0.7500550864413167,0.683913430436091,0.6045958103692728,0.86605720737219,2025-04-23 03:01:35,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_25_0.001_1e-05_AUG_4_A1101_1_0.0001_0.0001__1_A1101_0404_Hubber_A1101.csv,A1101 epitope,1.0,1.0,2.0,Pretrained
4626,B1501,Hubber,epitope,0.95,30,,5.0,22,0.7865612648221344,0.8165790515083247,0.6897445147231285,0.6675030562010679,0.5512251066250158,0.8305085879887868,2025-05-28 13:48:11,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B1501_0404_Hubber_B1501.csv,B1501 epitope,1.0,1.0,2.0,Not Pretrained
1054,A0212,Hubber,HLA,0.95,30,,2.0,25,0.785724893105037,0.782373826764915,0.8022267148906715,0.6356429302692413,0.5278016708513118,0.8956710974965484,2025-05-28 23:16:41,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__2_A0212_0404_Hubber_A0212.csv,A0212 HLA,3.0,1.0,4.0,Not Pretrained
2490,A0217,Hubber,epitope,0.2,30,,4.0,7,0.7857142857142859,0.8855983054995621,0.3200731240337893,0.4397982529231482,0.242457545147283,0.565750054382489,2025-05-28 13:16:40,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.2_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A0217_0404_Hubber_A0217.csv,A0217 epitope,4.0,2.5,6.5,Not Pretrained
7533,A6901,Hubber,epitope,0.8,30,0.0001,0.0001,76,0.7837384549412433,0.7792843302456877,0.5483393856873197,0.5580739182861227,0.59905826031995,0.7404994163990406,2025-04-23 02:20:47,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_20_1e-05_5e-05_AUG_4_A6901_2_0.0001_0.0001__1_A6901_0404_Hubber_A6901.csv,A6901 epitope,6.0,1.0,7.0,Pretrained
1207,B4403,Hubber,HLA,0.8,30,,4.0,9,0.7833333333333333,0.8675241096032158,1.3140839943890557,0.7676702986160914,0.3450668247356216,1.1463350271142618,2025-05-28 17:41:14,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B4403_0404_Hubber_B4403.csv,B4403 HLA,4.0,3.0,7.0,Not Pretrained
5559,C0401,Hubber,epitope,0.2,30,0.0001,0.0001,7,0.7572401854185358,0.7106780702420116,0.2104186665637339,0.2361682483128138,0.4097019428245041,0.4587141447173107,2025-05-28 09:05:27,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.2_30_ESMMASK_epitope_FT_25_0.0001_5e-05_AUG_4_C0401_1_0.0001_0.0001__1_C0401_0404_Hubber_C0401.csv,C0401 epitope,6.0,3.0,9.0,Pretrained
5431,A2602,Hubber,epitope,0.6,30,0.0001,0.0001,16,0.7551655274804878,0.8089572511471907,0.4218912536142981,0.5615634024143219,0.4251153226580327,0.6495315647559387,2025-05-28 20:45:10,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_ESMMASK_epitope_FT_20_0.001_1e-05_AUG_4_A2602_2_0.0001_0.0001__7_A2602_0404_Hubber_A2602.csv,A2602 epitope,2.0,2.0,4.0,Pretrained
2321,C0303,Hubber,epitope,0.6,0,0.0001,0.0001,7,0.7500000000000002,0.6842297292136021,0.6721059857891143,0.7425491469247001,0.0093031809114326,0.8198207034401572,2025-05-28 09:49:27,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_0_ESMMASK_epitope_FT_20_0.001_5e-05_AUG_3_C0303_1_0.0001_0.0001__1_C0303_0404_Hubber_C0303.csv,C0303 epitope,12.0,1.0,13.0,Pretrained
2256,B5101,Hubber,HLA,0.8,30,,5.0,7,0.7500000000000002,0.6137897380038306,0.5018985525609554,0.6591473988124302,0.330943464158186,0.708447988606754,2025-05-28 18:58:53,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B5101_0404_Hubber_B5101.csv,B5101 HLA,1.0,2.5,3.5,Not Pretrained
421,A2601,Hubber,HLA,0.95,30,,4.0,15,0.7499999999999999,0.815450652034597,0.744518777519458,0.7501689314842224,0.6005447042573238,0.8628550153527869,2025-05-28 19:15:38,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.95_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A2601_0404_Hubber_A2601.csv,A2601 HLA,1.0,2.0,3.0,Not Pretrained
5275,B1501,Hubber,HLA,0.4,30,,4.0,22,0.7470355731225299,0.8124363530027271,0.7798118957374811,0.7029793181202627,0.4926237282182514,0.8830695871433243,2025-05-28 18:51:21,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B1501_0404_Hubber_B1501.csv,B1501 HLA,2.0,1.0,3.0,Not Pretrained
1941,B3801,Hubber,epitope,0.4,30,0.0001,0.0001,12,0.74389001356746,0.7830490064384631,1.4117121546277371,1.052863210439682,0.1108043746384093,1.188154937130565,2025-05-28 09:28:02,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_4_B3801_2_0.0001_0.0001__1_B3801_0404_Hubber_B3801.csv,B3801 epitope,4.0,1.0,5.0,Pretrained
