,HLA,Losses,encoding,data_prop,trained_blocks,lr_transformer,lr_regression,n_evaluations,spearman,pearsonr,mse,mae,r2,rmse,time,path,Model,rank_mse,rank_corr,rank_sum,pretrain
544,A6601,Hubber,epitope,0.6,30,0.0001,0.0001,2,0.0,0.0,0.0055230503638199,0.0739796161651611,0.0,0.0743172279072621,2025-05-28 21:50:38,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_30_ESMMASK_epitope_FT_15_0.0001_1e-05_AUG_4_A6601_2_0.0001_0.0001__7_A6601_0404_Hubber_A6601.csv,A6601 epitope,1.0,21.5,22.5,Pretrained
3750,B2720,Hubber,epitope,0.4,0,0.0001,0.0001,2,0.0,0.0,0.0044785450876645,0.0479172468185429,0.3941745583165584,0.0669219327848844,2025-05-28 22:40:44,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_0_ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_4_B2720_1_0.0001_0.0001__7_B2720_0404_Hubber_B2720.csv,B2720 epitope,1.0,21.5,22.5,Pretrained
3497,B4013,Hubber,epitope,0.4,0,,4.0,2,0.0,0.0,0.0545210585147514,0.226678133010864,-0.26542318709713,0.2334974486257856,2025-05-28 13:31:10,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B4013_0404_Hubber_B4013.csv,B4013 epitope,1.0,21.0,22.0,Not Pretrained
2715,B2706,Hubber,epitope,0.4,30,,5.0,2,0.0,0.0,0.0058098240472759,0.0618529319763183,0.0,0.0762222018002361,2025-05-28 12:40:54,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_B2706_0404_Hubber_B2706.csv,B2706 epitope,1.0,20.5,21.5,Not Pretrained
5464,B2706,Hubber,HLA,0.8,30,0.0001,0.0001,3,0.0,0.0,0.0664724105684134,0.2143749396006264,-2.3056803548236924,0.2578224400016674,2025-05-28 20:30:02,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_ESMMASK_HLA_FT_25_0.0001_1e-05_AUG_1_B2706_2_0.0001_0.0001__7_B2706_0404_Hubber_B2706.csv,B2706 HLA,1.0,20.5,21.5,Pretrained
4550,B2704,Hubber,epitope,0.6,0,0.0001,0.0001,2,0.0,0.0,0.0103756074773855,0.1006791591644287,0.0,0.1018607258828717,2025-05-28 11:00:32,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.6_0_ESMMASK_epitope_FT_25_0.001_5e-05_AUG_1_B2704_2_0.0001_0.0001__2_B2704_0404_Hubber_B2704.csv,B2704 epitope,1.0,20.0,21.0,Pretrained
4721,B2702,Hubber,HLA,0.6,30,,4.0,2,0.0,0.0,0.0236525603671964,0.149267315864563,-0.0447969299337718,0.1537938892388004,2025-05-28 18:16:37,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.6_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_B2702_0404_Hubber_B2702.csv,B2702 HLA,1.0,16.0,17.0,Not Pretrained
343,B2701,Hubber,epitope,0.95,30,0.0001,0.0001,2,0.0,0.0,0.005150147581503,0.0527136325836183,-1.1945069480851958,0.0717645287137249,2025-05-28 19:56:43,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.95_30_ESMMASK_epitope_FT_15_0.001_1e-05_AUG_3_B2701_1_0.0001_0.0001__7_B2701_0404_Hubber_B2701.csv,B2701 epitope,1.0,15.0,16.0,Pretrained
7425,B2701,Hubber,HLA,0.8,30,0.0001,0.0001,2,0.0,0.0,0.0032163510610416,0.056535005569458,0.0,0.0567128826726492,2025-04-23 02:45:12,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_HLA_0.8_30_ESMMASK_HLA_FT_20_0.0001_1e-05_AUG_4_B2701_2_0.0001_0.0001__1_B2701_0404_Hubber_B2701.csv,B2701 HLA,1.0,15.0,16.0,Pretrained
7503,B2702,Hubber,epitope,0.8,30,0.0001,0.0001,2,0.0,0.0,0.0124234246777633,0.0985231399536135,-10.091120259229026,0.1114604175380808,2025-04-23 02:56:22,/global/scratch/users/sergiomar10/losses/ESMCBA_22042025/evaluation_ESMCBA_epitope_0.8_30_ESMMASK_epitope_FT_25_0.001_1e-06_AUG_4_B2702_2_0.0001_0.0001__1_B2702_0404_Hubber_B2702.csv,B2702 epitope,1.0,14.5,15.5,Pretrained
1001,A6812,Hubber,HLA,0.8,30,0.0001,0.0001,2,0.0,0.0,0.1249755393224063,0.3267478942871094,-0.2238873379052337,0.3535187962787924,2025-05-28 21:39:58,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.8_30_ESMMASK_HLA_FT_15_0.0001_1e-06_AUG_4_A6812_1_0.0001_0.0001__8_A6812_0404_Hubber_A6812.csv,A6812 HLA,1.0,10.5,11.5,Pretrained
834,A6812,Hubber,epitope,0.8,0,,4.0,2,0.0,0.0,0.0101920304447274,0.0879461765289302,0.711116918692964,0.1009555864958818,2025-05-28 13:12:12,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_epitope_0.8_0_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__4_A6812_0404_Hubber_A6812.csv,A6812 epitope,1.0,4.5,5.5,Not Pretrained
6567,C0701,Hubber,HLA,0.4,30,,5.0,2,0.0,0.0,0.9455216561097828,0.9671878218650818,0.0145281799909577,0.9723793786942332,2025-05-28 19:46:08,/global/scratch/users/sergiomar10/losses/ESMCBA_28062025/evaluation_ESMCBA_HLA_0.4_30_False-Full_pretraining_100000_seq_AUG_3_ALL_HLAS_0.0001_0.0001__5_C0701_0404_Hubber_C0701.csv,C0701 HLA,1.0,29.0,30.0,Not Pretrained
